Zeit;1051;1052;1053;1054;1055;1056;1057;1061;1062;1063;1064;1065;1066;1067;1071;1072;1073;1074;1075;1076;1077;1041;1042;1043;1044;1045;1046;1047;1031;1032;1033;1034;1035;1036;1037;1021;1022;1023;1024;1025;1026;1027;1011;1012;1013;1014;1015;1016;1017;1001;1002;1003;1004;1005;1006;1007;nk1;nk2;nk3;nk4;nk5;nk6;nk7;nk8;nk9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,5;;;;;;;;;;;;-1,96772;-2,3546;-2,63876;;-1,064;-0,622;-0,164;;;;;0,06066;-0,94334;-3,70302;;-0,26564;3,546;0,75426;;-0,37766;1,08492;-0,17202;;0,3899;0,49132;2,61338;-0,29724;0,18084;0,03694;-0,16926;-0,473236;-1,91264;;-1,9468872;;3,0916;-0,69572;-0,6748;;0,85288;0,20224;1,20976;;;;-0,526;-1,67266;-0,9352;9,16746;0,51148;1,54532;-1,47152;-0,13348;-0,11798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,526;-1,67266
1;;;;;;;;;;;;-1,09292;-1,4286;-1,94906;;-1,034;-0,522;-1,164;;;;;0,54176;-0,27194;-2,80882;;0,42226;4,1586;1,03666;;0,30874;1,04632;-0,50692;;0,3218;0,53622;2,49458;-0,26374;-0,64206;-0,18076;-0,31906;-0,207956;-0,97874;;-0,8285072;;3,2963;-0,17812;-1,0609;;0,49288;0,55524;1,35026;;;;-0,686;-0,95156;-0,6482;9,14426;0,14528;2,09212;-0,78962;-0,11078;0,08792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,686;-0,95156
1,5;;;;;;;;;;;;-0,86532;-1,5687;-1,77756;;0,506;-0,042;0,006;;;;;0,16706;-0,39644;-2,98702;;0,14586;3,8731;0,67286;;0,02084;0,52722;-0,06072;;0,6199;0,51062;2,43678;-0,09134;0,00694;0,00554;0,16024;0,191164;-0,04484;;0,3890508;;3,0738;-0,79822;-1,1245;;0,81728;0,83054;1,34786;;;;0,514;-0,91746;-0,9437;8,81326;0,19288;1,67882;0,37668;-0,62568;0,30132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,514;-0,91746
2;;;;;;;;;;;;2,32968;3,0163;3,28594;;0,206;0,288;0,396;;;;;-0,29294;0,77286;4,73948;;0,21816;-5,5117;-0,84644;;-0,20276;-1,39448;-0,02372;;-0,708;-1,14228;-3,56362;0,30476;-0,15976;0,02604;0,16114;0,098364;1,12086;;0,9590958;;-4,6475;0,98118;1,5909;;-0,77102;-0,53266;-1,84484;;;;0,354;2,49464;1,7432;-13,44194;0,09188;-2,24818;0,76138;1,00032;0,19912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,354;2,49464
2,5;;;;;;;;;;;;1,59628;2,3356;3,07944;;1,386;0,898;0,926;;;;;-0,47654;0,83886;4,75938;;-0,52064;-6,066;-1,61734;;0,25084;-1,26398;0,76338;;-0,6236;-0,39588;-3,98112;0,34756;0,61404;0,11224;0,16694;0,391664;1,81536;;1,4272478;;-4,8142;0,69088;1,2693;;-1,39202;-1,05536;-2,06304;;;;0,344;1,04704;0,7839;-13,68304;-0,94152;-3,06808;1,12308;-0,13038;-0,47038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,344;1,04704
3;;;;;;;;;;;;2,72098;3,9403;4,53304;;5,306;2,698;3,806;;;;;5,07856;4,84756;9,66608;;1,43516;-5,0324;-0,66264;;6,04834;2,86412;3,04478;;1,76;3,26832;-1,95272;0,54566;0,41484;0,36674;0,18044;0,656564;2,58406;;1,7962228;;1,191;7,26858;6,9167;;0,78108;2,71844;-1,10984;;;;0,844;1,23364;0,5624;-13,56764;-1,34482;-2,93848;1,27418;0,00882;-0,52648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,844;1,23364
3,5;;;;;;;;;;;;7,15658;8,5142;8,04974;;25,906;11,968;18,586;;;;;23,89816;21,29826;30,91048;;12,68616;1,0795;7,53986;;34,52614;26,62142;18,62858;;19,0295;26,17522;13,60668;1,00266;1,51414;1,11974;1,29404;1,231764;3,60236;;2,5899428;;30,0151;37,68218;37,9329;;16,03238;24,82354;7,31566;;;;0,954;2,60344;0,7119;-13,30834;-1,26852;-2,78268;1,72178;0,94032;0,15092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,954;2,60344
4;;;;;;;;;;;;17,56498;19,572;17,93974;;101,866;54,088;80,186;;;;;48,64776;44,32306;60,85078;;30,76236;14,791;23,05856;;76,43354;69,70322;62,19918;;57,184;62,22782;47,68388;1,44576;1,13734;2,91334;3,31764;1,652564;4,09916;;2,7482028;;80,0061;87,59748;92,8938;;63,73288;78,32874;37,22616;;;;0,654;3,21204;0,9522;-12,04414;-1,27492;-2,04678;1,66178;1,30632;0,27082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,654;3,21204
4,5;;;;;;;;;;;;43,63318;45,4041;39,58754;;246,096;169,948;211,906;;;;;73,48076;67,89516;93,02878;;52,44786;34,0637;42,53586;;116,25554;112,03422;110,20018;;97,137;97,25982;82,79258;3,02986;1,54824;9,19044;9,91304;3,080864;5,14126;;3,2998628;;126,6761;135,58948;145,6038;;122,96788;137,25474;83,34356;;;;1,724;4,29824;0,547;-12,51764;-0,63312;-1,62208;2,22128;1,85672;1,02512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,724;4,29824
5;;;;;;;;;;;;95,31018;95,2951;83,08654;;377,526;319,338;347,236;;;;;99,60976;92,81016;125,55578;;77,37586;55,8264;66,13856;;152,95954;151,15822;154,41918;;133,79;130,08682;114,19258;6,26206;1,39054;25,25174;23,40934;5,616964;6,12066;;3,3517028;;169,0381;178,16748;193,6308;;178,84788;191,52674;129,66156;;;;1,984;5,91544;1,6066;-11,66944;-0,42052;-1,47048;2,26348;3,10112;1,08512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,984;5,91544
5,5;;;;;;;;;;;;173,64118;171,7211;149,27654;;477,046;438,788;451,146;;;;;125,64376;117,59416;158,78578;;103,19086;79,2274;89,57656;;186,78354;187,37822;193,86518;;168,325;160,88082;143,74158;15,10626;1,57804;54,49364;48,15994;10,947264;8,16006;;3,5129828;;207,2961;217,94748;237,7388;;230,14888;239,26774;172,86356;;;;1,994;6,66364;1,3727;-11,73174;-0,58902;-0,58538;2,16458;2,93052;1,13002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,994;6,66364
6;;;;;;;;;;;;271,14718;267,8651;232,70354;;552,206;529,538;531,226;;;;;152,01676;142,57916;191,14878;;129,40986;101,7194;113,44556;;218,83654;221,31622;230,91018;;199,998;189,59882;170,29758;30,46856;2,78754;91,17014;80,85134;19,859564;11,74666;;4,4652728;;244,2491;256,75348;278,3248;;277,39388;282,67774;212,07056;;;;2,534;7,07274;1,1409;-11,76764;0,16098;-0,46358;2,41118;4,04132;2,06902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,534;7,07274
6,5;;;;;;;;;;;;377,17018;369,2491;322,97354;;612,426;599,558;594,946;;;;;178,54176;168,11816;223,69578;;156,78686;125,4264;137,79056;;249,73154;253,01122;265,31418;;229,278;216,16582;194,67358;52,28266;4,38304;128,08914;117,54634;33,132464;16,97296;;4,5617328;;278,5691;291,35548;317,3668;;319,32488;321,75774;247,80856;;;;3,614;7,75674;1,6024;-11,69354;0,72078;0,19872;2,51758;4,77782;1,60392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,614;7,75674
7;;;;;;;;;;;;478,76718;467,7051;410,31554;;659,576;654,118;647,396;;;;;205,59176;193,21316;255,18278;;184,21986;147,3274;161,51156;;278,87454;282,92922;297,07318;;255,764;240,59882;216,74158;79,27996;7,31014;162,63914;154,12334;50,398964;24,96466;;4,1439228;;310,4271;324,85148;353,8138;;358,29488;356,60174;280,12456;;;;4,514;8,46484;1,7157;-11,72274;1,69928;0,34702;3,05358;5,00302;2,22152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,514;8,46484
7,5;;;;;;;;;;;;572,87518;558,9031;492,11754;;698,916;697,658;690,686;;;;;231,64876;218,67516;286,52478;;211,43286;169,5654;183,96256;;306,27254;310,64622;325,67118;;280,164;263,11282;236,04558;109,43426;13,11124;194,75714;188,09434;71,687064;34,96196;;4,8453928;;340,8611;356,52948;388,2078;;394,02888;388,48774;309,49456;;;;5,984;9,51144;1,8454;-11,15574;2,01788;0,40372;3,72948;4,16402;2,17542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,984;9,51144
8;;;;;;;;;;;;657,27518;639,6881;564,34354;;731,846;733,018;726,276;;;;;258,01176;243,24616;316,34578;;237,72386;190,3704;205,81356;;331,40454;336,85122;352,57218;;302,235;284,10182;253,58058;138,12526;22,46194;222,47314;218,28934;94,795264;47,91256;;4,7564728;;368,4731;385,44148;420,1898;;426,04788;417,71574;336,73256;;;;7,474;9,42614;2,0322;-11,23984;2,59458;0,64362;3,04058;4,74762;2,53292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,474;9,42614
8,5;;;;;;;;;;;;731,51018;711,3501;629,12254;;760,356;762,748;755,316;;;;;284,25076;268,15916;345,18478;;264,00686;209,7294;226,94056;;356,68254;361,46422;378,06618;;324,556;304,12182;270,25458;165,73126;35,91994;247,45514;244,80934;118,797264;63,12526;;5,0413428;;394,4261;412,34448;449,6268;;454,72588;443,02974;360,82556;;;;8,414;10,65584;2,6318;-10,53864;3,76838;1,49372;3,54288;5,12112;3,18262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,414;10,65584
9;;;;;;;;;;;;795,66618;774,1431;686,51454;;784,196;785,698;780,166;;;;;309,17976;291,03316;373,54078;;289,23586;228,5204;246,57556;;377,83654;383,02622;400,22918;;341,645;320,94982;283,77858;190,99226;53,66754;269,79114;268,49334;142,737264;81,10626;;5,3150628;;417,9281;437,36548;476,1628;;480,90088;466,02674;382,57656;;;;9,424;11,58364;2,5634;-11,23504;4,15398;1,05272;4,27538;5,43102;2,65142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,424;11,58364
9,5;;;;;;;;;;;;852,24818;827,9631;735,94754;;804,336;806,628;800,716;;;;;333,96376;314,00316;399,80678;;313,50486;245,6874;265,33356;;398,50754;403,60822;420,93018;;358,644;337,16482;296,34158;213,24926;73,12134;289,20814;289,38734;165,857264;99,77146;;5,6285628;;438,0611;459,52748;500,1228;;503,57988;486,39174;402,38256;;;;10,144;11,63524;2,7826;-10,78254;4,83498;1,30322;4,19068;6,28712;3,39032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,144;11,63524
10;;;;;;;;;;;;900,63618;874,4421;779,78054;;823,496;824,938;819,606;;;;;356,96976;335,33216;424,28478;;335,37886;261,2634;281,65156;;417,77354;422,54522;440,18818;;373,188;350,83382;307,94058;233,08626;93,23424;305,82114;307,38134;187,107264;119,59546;;5,7506528;;456,0731;477,45148;520,7538;;522,64488;502,47474;419,18256;;;;12,394;11,42724;2,6195;-11,17354;6,33318;1,64712;4,36158;5,79912;2,90612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,394;11,42724
10,5;;;;;;;;;;;;944,83418;915,5821;818,00754;;838,486;839,608;834,896;;;;;379,93376;356,52916;447,46878;;356,96986;276,0604;297,94156;;434,89854;439,12122;457,16418;;387,013;363,54782;318,09158;251,04326;113,79724;321,18914;323,55734;207,475264;140,91146;;6,4331328;;471,7231;494,92648;538,2338;;538,89588;516,66474;433,65556;;;;13,414;12,24864;3,0288;-10,58414;7,49768;1,89742;4,52258;6,12352;2,89712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,414;12,24864
11;;;;;;;;;;;;981,32418;950,6571;850,52354;;850,566;851,758;847,896;;;;;401,44076;376,41016;468,83778;;376,77786;289,7254;312,30856;;449,88654;454,52622;472,06318;;398,302;374,56982;326,67258;266,67326;133,11724;334,51814;337,65934;225,963264;161,42246;;6,2287528;;484,9451;508,37248;554,1908;;554,60388;529,69974;446,78856;;;;13,554;12,70864;3,1772;-10,20974;8,45748;1,55252;4,78088;5,89072;3,46382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,554;12,70864
11,5;;;;;;;;;;;;1013,08418;981,7071;880,27954;;861,606;862,218;859,386;;;;;421,44076;394,98416;488,46278;;395,25386;301,5574;325,34056;;464,95054;467,98722;485,73118;;408,917;384,28382;334,50758;280,69726;152,48924;346,83914;350,02534;243,115264;182,30146;;6,6468628;;494,9251;517,56248;567,0128;;564,72088;537,93774;457,29156;;;;14,734;13,63474;3,891;-10,36654;10,30088;1,49732;5,40818;6,48312;3,22292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,734;13,63474
12;;;;;;;;;;;;1039,63418;1007,0771;904,46654;;870,376;871,448;868,526;;;;;439,53776;411,62116;505,56778;;411,40186;312,0994;337,13456;;477,99554;480,91522;498,01818;;418,824;393,67482;342,69858;293,04926;169,95524;357,67114;360,33434;258,182264;202,17646;;6,7822128;;501,6181;522,99748;576,3148;;571,53188;542,46874;465,98556;;;;15,674;13,55874;3,6589;-10,32284;12,66118;1,69812;5,59968;6,27842;3,43372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,674;13,55874
12,5;;;;;;;;;;;;1062,46418;1029,0671;925,14054;;877,986;877,668;876,026;;;;;456,98476;427,75016;520,67878;;426,61186;321,4774;347,99056;;488,69954;490,91522;508,18218;;427,244;401,07682;348,76258;303,66526;186,42324;367,50014;369,96234;272,541264;221,53746;;6,8503428;;505,1061;528,34248;580,9308;;576,30488;546,93974;473,44456;;;;16,064;14,47424;3,629;-10,21974;13,99538;1,78522;5,47238;5,88772;3,33842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,064;14,47424
13;;;;;;;;;;;;1079,85418;1047,0971;942,39554;;882,806;882,798;881,376;;;;;472,38376;440,98616;534,69878;;439,63386;330,2674;356,95056;;498,75254;500,11622;516,88818;;434,349;407,78782;354,31258;313,11526;201,48824;375,67614;377,60134;285,242264;239,27446;;6,5696928;;509,4941;531,72548;585,8908;;580,33388;550,91374;477,38756;;;;16,474;14,22134;3,4638;-10,25774;16,25598;2,03632;5,29698;6,50512;3,73812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,474;14,22134
13,5;;;;;;;;;;;;1093,49418;1062,3771;955,09554;;888,306;887,858;887,716;;;;;485,43676;451,98816;546,07778;;450,56886;337,7634;365,10056;;507,19454;508,27222;525,09218;;441,625;414,67482;360,05158;321,75126;216,04624;383,25514;384,97434;297,715264;257,20846;;7,1514928;;512,2071;535,15348;590,3658;;583,89088;554,21574;479,67556;;;;17,824;14,44894;3,0707;-10,51454;19,04438;2,82582;5,48988;6,64532;4,24342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,824;14,44894
14;;;;;;;;;;;;1104,92418;1074,2071;965,51554;;891,466;890,968;891,056;;;;;497,28576;459,71516;555,87378;;460,54786;344,3254;373,08156;;513,50654;513,93222;530,52718;;447,422;419,15482;364,31258;329,92726;229,57824;390,06814;391,90234;309,070264;274,98846;;7,6410528;;515,0831;537,68048;592,9698;;586,66888;556,48174;481,63256;;;;18,624;15,88144;3,1744;-10,10974;20,97128;2,19522;6,05878;5,86572;3,88792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,624;15,88144
14,5;;;;;;;;;;;;1111,73418;1083,2571;972,05554;;894,496;894,278;895,066;;;;;505,93876;465,49116;563,31978;;468,87186;350,9444;380,26556;;518,25954;518,17822;535,14118;;452,266;423,63582;368,84358;336,31126;241,32324;396,06914;397,01534;318,487264;291,03846;;7,3395928;;518,1731;541,03848;596,3028;;590,10488;559,22974;484,94256;;;;19,434;15,78764;3,8696;-9,20174;24,29898;2,30882;5,85228;5,95162;3,72852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,434;15,78764
15;;;;;;;;;;;;1115,57418;1088,9871;975,43554;;896,426;894,978;897,546;;;;;510,82076;470,23616;567,48078;;473,79986;355,4444;385,88856;;522,19754;521,45722;537,85218;;455,934;426,84682;371,95658;341,96426;251,79724;400,55714;401,65034;327,217264;306,08646;;7,3139728;;520,3871;543,41748;599,6408;;593,77588;561,78874;487,18056;;;;20,054;15,63664;3,6453;-9,64394;26,55298;2,46292;5,72598;5,83502;4,22352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,054;15,63664
15,5;;;;;;;;;;;;1119,99418;1093,8471;978,92554;;899,396;897,298;900,826;;;;;515,56176;475,23016;571,72878;;477,53786;358,6034;390,10756;;526,16454;525,07622;541,89718;;460,347;430,55482;375,61058;347,53826;261,87024;405,37414;405,81934;334,959264;320,62446;;7,6654628;;523,1531;546,38548;603,0088;;596,02788;564,23574;488,78556;;;;20,664;17,05864;3,4937;-9,41544;29,31088;2,88462;5,72778;5,86452;3,83582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,664;17,05864
16;;;;;;;;;;;;1122,13418;1096,6271;976,97554;;901,416;898,368;903,386;;;;;519,59876;478,61616;574,81178;;481,64486;361,0044;392,97856;;529,09254;527,21622;543,47618;;462,107;432,37782;377,95258;352,23726;270,49524;409,08514;409,29234;341,601264;333,92646;;7,5524128;;525,2431;549,21448;604,9818;;598,70788;566,19674;491,05356;;;;20,914;15,89714;3,4976;-9,92004;29,87488;2,66032;5,91468;6,09812;4,27052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,914;15,89714
16,5;;;;;;;;;;;;1124,32418;1099,6871;973,03554;;903,826;900,248;906,376;;;;;524,84276;483,23716;579,56278;;486,40286;363,6024;396,10156;;532,44754;530,01022;545,49718;;463,932;434,17282;379,96758;356,34826;278,81724;412,32414;411,78734;346,464264;346,98246;;8,1387428;;528,1241;551,43248;608,7008;;601,86088;569,52874;493,82856;;;;21,844;17,15324;4,0182;-9,50554;31,23838;2,34412;6,88108;6,89122;5,16282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,844;17,15324
17;;;;;;;;;;;;1123,17418;1098,6271;966,83554;;905,726;900,438;908,116;;;;;528,16876;486,69716;582,08578;;489,53386;365,7614;398,13456;;535,63954;532,94922;547,53918;;467,078;436,66982;382,13758;359,95226;285,59724;415,55314;414,05934;349,701264;357,21946;;8,8863428;;529,7121;553,28448;609,8818;;602,89788;570,37574;494,98556;;;;22,164;16,61724;4,1575;-9,68824;32,66188;3,27712;6,76568;6,50632;4,59972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,164;16,61724
17,5;;;;;;;;;;;;1120,20418;1095,5271;960,10554;;908,626;901,958;908,776;;;;;531,98276;490,33416;584,92978;;493,52786;368,2024;400,68756;;539,09654;534,39422;549,56218;;468,424;437,98382;383,05658;362,64026;290,71124;418,07614;414,90634;350,556264;365,59746;;8,2343028;;531,5201;555,33348;612,8818;;605,61388;573,40674;496,94056;;;;22,054;17,25394;4,3088;-9,57554;33,67138;3,15922;6,27938;7,00102;4,78962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,054;17,25394
18;;;;;;;;;;;;1115,92418;1091,1671;952,55554;;910,426;903,728;910,276;;;;;535,42876;493,51916;588,03178;;496,18386;370,6754;402,54656;;541,96554;536,85922;551,57018;;470,827;440,45282;385,01658;365,20726;295,39124;419,94214;416,26734;349,713264;371,36946;;8,6047828;;533,1971;557,69848;614,5548;;606,63988;574,86674;498,33856;;;;23,134;17,81374;3,878;-9,87964;34,92998;3,33082;6,99868;6,83762;5,04762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,134;17,81374
18,5;;;;;;;;;;;;1109,39418;1085,2571;944,22554;;912,366;904,688;909,376;;;;;539,19476;496,82316;591,29878;;499,09386;372,7014;405,08556;;544,51654;538,90322;552,83918;;472,65;442,11382;387,14658;367,47726;299,26224;421,98014;417,31634;347,416264;373,86246;;8,7057728;;534,2431;558,61848;616,2948;;607,78688;575,61274;499,40356;;;;23,424;17,36734;3,7614;-9,79074;37,22098;3,88362;7,50688;6,69082;4,69192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,424;17,36734
19;;;;;;;;;;;;1102,06418;1078,9671;936,00054;;912,586;907,038;902,736;;;;;543,30876;500,59016;594,97278;;502,11486;375,7754;407,42556;;546,89354;540,80822;554,81818;;474,591;443,30782;388,05058;369,07126;301,80224;423,35514;417,80634;344,280264;371,61046;;9,1259928;;536,5971;560,71948;617,4178;;609,09288;576,70674;501,09256;;;;23,734;17,08004;4,7465;-9,31234;38,82888;3,61442;7,60368;7,25392;4,82492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,734;17,08004
19,5;;;;;;;;;;;;1094,37418;1070,7571;928,10254;;906,816;908,138;889,776;;;;;546,71176;503,45016;596,99978;;504,11886;377,1084;409,36856;;550,09954;543,45222;556,56718;;476,802;446,05182;389,84458;370,77426;303,11524;424,42314;418,26834;340,617264;367,19146;;9,2631528;;539,1951;563,37448;620,5148;;610,61588;579,17974;502,53756;;;;22,574;16,58984;4,3076;-9,00724;42,08128;4,48292;7,66158;7,61622;5,41782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,574;16,58984
20;;;;;;;;;;;;1084,73418;1063,2771;919,46154;;895,096;910,688;872,156;;;;;550,16076;506,43716;600,03378;;505,96786;379,5094;411,26156;;550,87654;544,74222;556,73818;;477,172;446,57982;390,30058;372,17926;304,44124;425,47814;418,61634;337,230264;361,98846;;9,1886428;;539,6511;564,64048;621,6538;;611,58888;579,72674;503,71056;;;;22,204;15,54774;4,9301;-8,57074;43,03288;4,02352;7,55878;7,29162;5,11762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,204;15,54774
20,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
